Report_Number,Date_Reported,Date_of_Occurrence,Time_of_Occurrence,City,Crime_Code,Crime_Description,Victim_Age,Victim_Gender,Weapon_Used,Crime_Domain,Police_Deployed,Case_Closed,Date_Case_Closed,Hour,Month,Day_of_Week,Year,Is_Weekend,Day_Name,Season,Time_Bucket,Victim_Age_Group,Weapon_Group,Latitude,Longitude
21075,30-05-2022 15:00,2022-05-28 02:00:00,28-05-2022 20:37,Jaipur,509,EXTORTION,78,X,Knife,Other Crime,9,No,,20,5,5,2022,1,Saturday,Summer,Evening,Senior,Sharp,26.9155,75.819
21076,29-05-2022 12:00,2022-05-28 03:00:00,28-05-2022 08:40,Delhi,470,SEXUAL ASSAULT,27,X,Knife,Violent Crime,8,No,,8,5,5,2022,1,Saturday,Summer,Morning,Young Adult,Sharp,28.6139,77.209
21077,29-05-2022 04:00,2022-05-28 04:00:00,29-05-2022 01:19,Delhi,425,FIREARM OFFENSE,19,F,Explosives,Fire Accident,7,Yes,09-06-2022 04:00,1,5,5,2022,1,Saturday,Summer,Night,Young Adult,Explosive,28.6139,77.209
21078,30-05-2022 03:00,2022-05-28 05:00:00,28-05-2022 18:00,Mumbai,204,IDENTITY THEFT,54,X,Other,Violent Crime,12,No,,18,5,5,2022,1,Saturday,Summer,Evening,Adult,Other,19.055,72.8692
21079,30-05-2022 16:00,2022-05-28 06:00:00,28-05-2022 09:08,Mumbai,191,COUNTERFEITING,61,F,Poison,Other Crime,17,Yes,23-08-2022 16:00,9,5,5,2022,1,Saturday,Summer,Morning,Senior,Chemical,19.055,72.8692
21080,30-05-2022 03:00,2022-05-28 07:00:00,28-05-2022 13:36,Visakhapatnam,381,VANDALISM,64,X,Blunt Object,Other Crime,9,No,,13,5,5,2022,1,Saturday,Summer,Afternoon,Senior,Blunt,17.6936,83.2921
21081,29-05-2022 17:00,2022-05-28 08:00:00,29-05-2022 02:42,Kanpur,495,SHOPLIFTING,30,X,Poison,Other Crime,7,Yes,16-06-2022 17:00,2,5,5,2022,1,Saturday,Summer,Night,Adult,Chemical,26.4609,80.3218
21082,28-05-2022 20:00,2022-05-28 09:00:00,28-05-2022 14:36,Chennai,225,BURGLARY,68,X,Firearm,Other Crime,1,Yes,24-09-2022 20:00,14,5,5,2022,1,Saturday,Summer,Afternoon,Senior,Firearm,13.0837,80.2702
21083,28-05-2022 21:00,2022-05-28 10:00:00,28-05-2022 14:51,Mumbai,541,HOMICIDE,13,M,Other,Other Crime,12,Yes,29-04-2024 21:00,14,5,5,2022,1,Saturday,Summer,Afternoon,Child,Other,19.055,72.8692
21084,30-05-2022 19:00,2022-05-28 11:00:00,28-05-2022 12:21,Hyderabad,214,DOMESTIC VIOLENCE,75,M,Other,Violent Crime,7,No,,12,5,5,2022,1,Saturday,Summer,Afternoon,Senior,Other,17.3606,78.4741
21085,28-05-2022 22:00,2022-05-28 12:00:00,29-05-2022 05:24,Delhi,179,EXTORTION,30,M,Other,Other Crime,16,No,,5,5,5,2022,1,Saturday,Summer,Morning,Adult,Other,28.6139,77.209
21086,29-05-2022 12:00,2022-05-28 13:00:00,29-05-2022 01:50,Delhi,530,TRAFFIC VIOLATION,14,M,Unknown,Traffic Fatality,5,Yes,23-06-2022 12:00,1,5,5,2022,1,Saturday,Summer,Night,Child,Unknown,28.6139,77.209
21087,30-05-2022 08:00,2022-05-28 14:00:00,29-05-2022 10:18,Chennai,482,ASSAULT,72,F,Firearm,Violent Crime,12,Yes,02-08-2022 08:00,10,5,5,2022,1,Saturday,Summer,Morning,Senior,Firearm,13.0837,80.2702
21088,29-05-2022 03:00,2022-05-28 15:00:00,29-05-2022 05:58,Bangalore,409,ROBBERY,76,F,Other,Violent Crime,3,No,,5,5,5,2022,1,Saturday,Summer,Morning,Senior,Other,12.9768,77.5901
21089,31-05-2022 03:00,2022-05-28 16:00:00,29-05-2022 13:00,Visakhapatnam,322,PUBLIC INTOXICATION,26,M,Firearm,Other Crime,2,Yes,01-06-2022 03:00,13,5,5,2022,1,Saturday,Summer,Afternoon,Young Adult,Firearm,17.6936,83.2921
21090,29-05-2022 06:00,2022-05-28 17:00:00,29-05-2022 15:25,Bangalore,452,DRUG OFFENSE,50,F,Unknown,Other Crime,15,No,,15,5,5,2022,1,Saturday,Summer,Afternoon,Adult,Unknown,12.9768,77.5901
21091,30-05-2022 22:00,2022-05-28 18:00:00,29-05-2022 17:43,Bangalore,496,PUBLIC INTOXICATION,74,X,Blunt Object,Other Crime,14,Yes,09-06-2022 22:00,17,5,5,2022,1,Saturday,Summer,Evening,Senior,Blunt,12.9768,77.5901
21092,30-05-2022 13:00,2022-05-28 19:00:00,28-05-2022 20:45,Patna,339,VANDALISM,76,F,Poison,Other Crime,1,Yes,22-07-2022 13:00,20,5,5,2022,1,Saturday,Summer,Evening,Senior,Chemical,25.6093,85.1235
21093,31-05-2022 03:00,2022-05-28 20:00:00,29-05-2022 10:09,Agra,599,EXTORTION,27,F,Other,Other Crime,14,Yes,24-08-2022 03:00,10,5,5,2022,1,Saturday,Summer,Morning,Young Adult,Other,27.1753,78.0098
21094,29-05-2022 12:00,2022-05-28 21:00:00,29-05-2022 04:49,Chennai,570,FRAUD,26,X,Firearm,Other Crime,7,No,,4,5,5,2022,1,Saturday,Summer,Night,Young Adult,Firearm,13.0837,80.2702
21095,30-05-2022 20:00,2022-05-28 22:00:00,29-05-2022 09:42,Vasai,591,FRAUD,33,M,Knife,Other Crime,3,No,,9,5,5,2022,1,Saturday,Summer,Morning,Adult,Sharp,19.3428,72.8054
21096,29-05-2022 11:00,2022-05-28 23:00:00,29-05-2022 06:23,Mumbai,554,EXTORTION,69,X,Firearm,Other Crime,9,Yes,28-07-2022 11:00,6,5,5,2022,1,Saturday,Summer,Morning,Senior,Firearm,19.055,72.8692
21097,29-05-2022 20:00,2022-05-29 00:00:00,29-05-2022 14:59,Ahmedabad,307,DOMESTIC VIOLENCE,44,F,Other,Violent Crime,2,Yes,16-06-2022 20:00,14,5,6,2022,1,Sunday,Summer,Afternoon,Adult,Other,23.0215,72.5801
21098,30-05-2022 05:00,2022-05-29 01:00:00,29-05-2022 22:06,Lucknow,455,PUBLIC INTOXICATION,27,M,Explosives,Other Crime,5,Yes,14-06-2022 05:00,22,5,6,2022,1,Sunday,Summer,Night,Young Adult,Explosive,26.8381,80.9346
21099,30-05-2022 23:00,2022-05-29 02:00:00,29-05-2022 23:06,Kolkata,373,CYBERCRIME,67,X,Unknown,Other Crime,19,No,,23,5,6,2022,1,Sunday,Summer,Night,Senior,Unknown,22.5726,88.3639
21100,31-05-2022 18:00,2022-05-29 03:00:00,29-05-2022 21:18,Srinagar,578,SEXUAL ASSAULT,10,X,Explosives,Violent Crime,12,Yes,07-03-2023 18:00,21,5,6,2022,1,Sunday,Summer,Night,Child,Explosive,34.0747,74.8204
21101,30-05-2022 05:00,2022-05-29 04:00:00,29-05-2022 12:31,Surat,331,DOMESTIC VIOLENCE,70,M,Knife,Violent Crime,13,Yes,09-08-2022 05:00,12,5,6,2022,1,Sunday,Summer,Afternoon,Senior,Sharp,21.2095,72.8317
21102,31-05-2022 02:00,2022-05-29 05:00:00,29-05-2022 17:38,Ahmedabad,388,KIDNAPPING,79,M,Unknown,Other Crime,8,No,,17,5,6,2022,1,Sunday,Summer,Evening,Senior,Unknown,23.0215,72.5801
21103,29-05-2022 15:00,2022-05-29 06:00:00,29-05-2022 18:22,Pune,408,ILLEGAL POSSESSION,21,X,Knife,Other Crime,14,No,,18,5,6,2022,1,Sunday,Summer,Evening,Young Adult,Sharp,18.5214,73.8545
21104,30-05-2022 13:00,2022-05-29 07:00:00,29-05-2022 07:11,Lucknow,437,SEXUAL ASSAULT,61,X,Unknown,Violent Crime,18,Yes,14-10-2023 13:00,7,5,6,2022,1,Sunday,Summer,Morning,Senior,Unknown,26.8381,80.9346
21105,31-05-2022 14:00,2022-05-29 08:00:00,29-05-2022 10:01,Delhi,138,ASSAULT,52,M,Knife,Violent Crime,4,Yes,19-06-2022 14:00,10,5,6,2022,1,Sunday,Summer,Morning,Adult,Sharp,28.6139,77.209
21106,31-05-2022 18:00,2022-05-29 09:00:00,29-05-2022 17:14,Delhi,278,COUNTERFEITING,43,X,Explosives,Other Crime,13,Yes,05-07-2022 18:00,17,5,6,2022,1,Sunday,Summer,Evening,Adult,Explosive,28.6139,77.209
21107,30-05-2022 09:00,2022-05-29 10:00:00,29-05-2022 15:38,Lucknow,199,TRAFFIC VIOLATION,45,M,Knife,Traffic Fatality,15,Yes,08-06-2022 09:00,15,5,6,2022,1,Sunday,Summer,Afternoon,Adult,Sharp,26.8381,80.9346
21108,30-05-2022 09:00,2022-05-29 11:00:00,29-05-2022 12:42,Mumbai,105,IDENTITY THEFT,64,M,Blunt Object,Violent Crime,11,Yes,23-07-2022 09:00,12,5,6,2022,1,Sunday,Summer,Afternoon,Senior,Blunt,19.055,72.8692
21109,31-05-2022 22:00,2022-05-29 12:00:00,30-05-2022 00:43,Delhi,311,PUBLIC INTOXICATION,59,M,Unknown,Other Crime,8,No,,0,5,6,2022,1,Sunday,Summer,Night,Adult,Unknown,28.6139,77.209
21110,30-05-2022 01:00,2022-05-29 13:00:00,30-05-2022 08:46,Jaipur,380,CYBERCRIME,67,M,Firearm,Other Crime,15,No,,8,5,6,2022,1,Sunday,Summer,Morning,Senior,Firearm,26.9155,75.819
21111,29-05-2022 18:00,2022-05-29 14:00:00,29-05-2022 22:38,Pune,204,ROBBERY,28,M,Blunt Object,Violent Crime,1,Yes,02-09-2022 18:00,22,5,6,2022,1,Sunday,Summer,Night,Young Adult,Blunt,18.5214,73.8545
21112,01-06-2022 05:00,2022-05-29 15:00:00,30-05-2022 11:38,Bangalore,584,EXTORTION,39,F,Blunt Object,Other Crime,11,No,,11,5,6,2022,1,Sunday,Summer,Morning,Adult,Blunt,12.9768,77.5901
21113,31-05-2022 17:00,2022-05-29 16:00:00,30-05-2022 09:42,Mumbai,374,VANDALISM,31,X,Knife,Other Crime,15,No,,9,5,6,2022,1,Sunday,Summer,Morning,Adult,Sharp,19.055,72.8692
21114,30-05-2022 07:00,2022-05-29 17:00:00,29-05-2022 23:04,Bhopal,494,ASSAULT,62,M,Other,Violent Crime,10,No,,23,5,6,2022,1,Sunday,Summer,Night,Senior,Other,23.2585,77.402
21115,30-05-2022 13:00,2022-05-29 18:00:00,30-05-2022 02:49,Nashik,106,ARSON,71,M,Explosives,Fire Accident,14,Yes,16-08-2022 13:00,2,5,6,2022,1,Sunday,Summer,Night,Senior,Explosive,20.0112,73.7902
21116,31-05-2022 05:00,2022-05-29 19:00:00,30-05-2022 14:41,Surat,321,ARSON,51,X,Explosives,Fire Accident,4,No,,14,5,6,2022,1,Sunday,Summer,Afternoon,Adult,Explosive,21.2095,72.8317
21117,31-05-2022 00:00,2022-05-29 20:00:00,30-05-2022 19:23,Hyderabad,415,ASSAULT,19,F,Unknown,Violent Crime,4,No,,19,5,6,2022,1,Sunday,Summer,Evening,Young Adult,Unknown,17.3606,78.4741
21118,30-05-2022 11:00,2022-05-29 21:00:00,30-05-2022 20:17,Visakhapatnam,140,EXTORTION,64,M,Poison,Other Crime,13,Yes,28-06-2022 11:00,20,5,6,2022,1,Sunday,Summer,Evening,Senior,Chemical,17.6936,83.2921
21119,31-05-2022 13:00,2022-05-29 22:00:00,30-05-2022 18:50,Hyderabad,404,ROBBERY,45,X,Unknown,Violent Crime,6,No,,18,5,6,2022,1,Sunday,Summer,Evening,Adult,Unknown,17.3606,78.4741
21120,30-05-2022 18:00,2022-05-29 23:00:00,30-05-2022 21:57,Bhopal,335,IDENTITY THEFT,49,F,Poison,Violent Crime,5,Yes,10-08-2022 18:00,21,5,6,2022,1,Sunday,Summer,Night,Adult,Chemical,23.2585,77.402
21121,30-05-2022 17:00,2022-05-30 00:00:00,30-05-2022 01:33,Delhi,157,ARSON,66,F,Other,Fire Accident,3,Yes,20-06-2022 17:00,1,5,0,2022,0,Monday,Summer,Night,Senior,Other,28.6139,77.209
21122,30-05-2022 17:00,2022-05-30 01:00:00,30-05-2022 21:00,Mumbai,431,ROBBERY,15,F,Blunt Object,Violent Crime,3,Yes,10-07-2022 17:00,21,5,0,2022,0,Monday,Summer,Night,Child,Blunt,19.055,72.8692
21123,30-05-2022 20:00,2022-05-30 02:00:00,30-05-2022 09:14,Ahmedabad,232,PUBLIC INTOXICATION,28,X,Other,Other Crime,14,Yes,05-06-2022 20:00,9,5,0,2022,0,Monday,Summer,Morning,Young Adult,Other,23.0215,72.5801
21124,31-05-2022 12:00,2022-05-30 03:00:00,30-05-2022 22:22,Delhi,410,SEXUAL ASSAULT,10,X,Unknown,Violent Crime,13,Yes,20-03-2024 12:00,22,5,0,2022,0,Monday,Summer,Night,Child,Unknown,28.6139,77.209
21125,01-06-2022 10:00,2022-05-30 04:00:00,30-05-2022 06:20,Bangalore,513,KIDNAPPING,33,F,Poison,Other Crime,2,Yes,20-06-2022 10:00,6,5,0,2022,0,Monday,Summer,Morning,Adult,Chemical,12.9768,77.5901
21126,30-05-2022 19:00,2022-05-30 05:00:00,31-05-2022 00:59,Pune,514,DRUG OFFENSE,39,F,Explosives,Other Crime,11,No,,0,5,0,2022,0,Monday,Summer,Night,Adult,Explosive,18.5214,73.8545
21127,31-05-2022 06:00,2022-05-30 06:00:00,31-05-2022 03:30,Delhi,243,DOMESTIC VIOLENCE,26,X,Poison,Violent Crime,6,No,,3,5,0,2022,0,Monday,Summer,Night,Young Adult,Chemical,28.6139,77.209
21128,31-05-2022 03:00,2022-05-30 07:00:00,30-05-2022 19:30,Mumbai,571,SEXUAL ASSAULT,33,F,Unknown,Violent Crime,1,No,,19,5,0,2022,0,Monday,Summer,Evening,Adult,Unknown,19.055,72.8692
21129,30-05-2022 09:00,2022-05-30 08:00:00,31-05-2022 00:54,Mumbai,195,SEXUAL ASSAULT,52,M,Unknown,Violent Crime,5,No,,0,5,0,2022,0,Monday,Summer,Night,Adult,Unknown,19.055,72.8692
21130,31-05-2022 19:00,2022-05-30 09:00:00,31-05-2022 01:07,Patna,122,FIREARM OFFENSE,22,X,Blunt Object,Fire Accident,18,Yes,26-07-2022 19:00,1,5,0,2022,0,Monday,Summer,Night,Young Adult,Blunt,25.6093,85.1235
21131,02-06-2022 03:00,2022-05-30 10:00:00,30-05-2022 10:18,Surat,398,BURGLARY,44,F,Poison,Other Crime,6,Yes,30-09-2022 03:00,10,5,0,2022,0,Monday,Summer,Morning,Adult,Chemical,21.2095,72.8317
21132,30-05-2022 19:00,2022-05-30 11:00:00,30-05-2022 13:23,Mumbai,244,ILLEGAL POSSESSION,15,F,Knife,Other Crime,10,Yes,08-06-2022 19:00,13,5,0,2022,0,Monday,Summer,Afternoon,Child,Sharp,19.055,72.8692
21133,01-06-2022 21:00,2022-05-30 12:00:00,30-05-2022 21:12,Chennai,343,ROBBERY,47,X,Unknown,Violent Crime,4,No,,21,5,0,2022,0,Monday,Summer,Night,Adult,Unknown,13.0837,80.2702
21134,02-06-2022 00:00,2022-05-30 13:00:00,31-05-2022 10:27,Chennai,155,VEHICLE - STOLEN,38,M,Poison,Violent Crime,11,Yes,07-08-2022 00:00,10,5,0,2022,0,Monday,Summer,Morning,Adult,Chemical,13.0837,80.2702
21135,01-06-2022 07:00,2022-05-30 14:00:00,31-05-2022 13:18,Delhi,132,VEHICLE - STOLEN,68,F,Poison,Violent Crime,8,Yes,25-08-2022 07:00,13,5,0,2022,0,Monday,Summer,Afternoon,Senior,Chemical,28.6139,77.209
21136,01-06-2022 15:00,2022-05-30 15:00:00,31-05-2022 13:40,Pune,344,SHOPLIFTING,24,X,Explosives,Other Crime,15,No,,13,5,0,2022,0,Monday,Summer,Afternoon,Young Adult,Explosive,18.5214,73.8545
21137,02-06-2022 10:00,2022-05-30 16:00:00,30-05-2022 23:10,Mumbai,312,VEHICLE - STOLEN,72,F,Poison,Violent Crime,18,No,,23,5,0,2022,0,Monday,Summer,Night,Senior,Chemical,19.055,72.8692
21138,31-05-2022 20:00,2022-05-30 17:00:00,31-05-2022 03:17,Mumbai,446,SHOPLIFTING,68,X,Explosives,Other Crime,3,No,,3,5,0,2022,0,Monday,Summer,Night,Senior,Explosive,19.055,72.8692
21139,01-06-2022 06:00,2022-05-30 18:00:00,31-05-2022 05:10,Lucknow,417,ASSAULT,71,M,Poison,Violent Crime,6,No,,5,5,0,2022,0,Monday,Summer,Morning,Senior,Chemical,26.8381,80.9346
21140,02-06-2022 06:00,2022-05-30 19:00:00,31-05-2022 13:32,Nagpur,538,BURGLARY,41,M,Poison,Other Crime,6,No,,13,5,0,2022,0,Monday,Summer,Afternoon,Adult,Chemical,21.1498,79.0821
21141,31-05-2022 08:00,2022-05-30 20:00:00,31-05-2022 17:55,Lucknow,562,VANDALISM,14,F,Explosives,Other Crime,16,Yes,26-06-2022 08:00,17,5,0,2022,0,Monday,Summer,Evening,Child,Explosive,26.8381,80.9346
21142,02-06-2022 01:00,2022-05-30 21:00:00,30-05-2022 21:21,Vasai,150,HOMICIDE,64,M,Unknown,Other Crime,12,Yes,03-05-2023 01:00,21,5,0,2022,0,Monday,Summer,Night,Senior,Unknown,19.3428,72.8054
21143,01-06-2022 00:00,2022-05-30 22:00:00,31-05-2022 04:25,Delhi,187,BURGLARY,77,M,Other,Other Crime,9,Yes,26-08-2022 00:00,4,5,0,2022,0,Monday,Summer,Night,Senior,Other,28.6139,77.209
21144,02-06-2022 00:00,2022-05-30 23:00:00,31-05-2022 16:39,Mumbai,549,KIDNAPPING,65,M,Other,Other Crime,16,Yes,23-06-2022 00:00,16,5,0,2022,0,Monday,Summer,Afternoon,Senior,Other,19.055,72.8692
21145,01-06-2022 07:00,2022-05-31 00:00:00,31-05-2022 06:03,Kolkata,273,DOMESTIC VIOLENCE,59,M,Other,Violent Crime,3,Yes,13-08-2022 07:00,6,5,1,2022,0,Tuesday,Summer,Morning,Adult,Other,22.5726,88.3639
21146,31-05-2022 04:00,2022-05-31 01:00:00,31-05-2022 06:06,Delhi,323,ILLEGAL POSSESSION,66,X,Firearm,Other Crime,4,No,,6,5,1,2022,0,Tuesday,Summer,Morning,Senior,Firearm,28.6139,77.209
21147,31-05-2022 09:00,2022-05-31 02:00:00,31-05-2022 02:21,Chennai,417,VEHICLE - STOLEN,23,M,Knife,Violent Crime,3,Yes,09-08-2022 09:00,2,5,1,2022,0,Tuesday,Summer,Night,Young Adult,Sharp,13.0837,80.2702
21148,31-05-2022 21:00,2022-05-31 03:00:00,31-05-2022 20:06,Bangalore,306,EXTORTION,51,M,Blunt Object,Other Crime,7,No,,20,5,1,2022,0,Tuesday,Summer,Evening,Adult,Blunt,12.9768,77.5901
21149,01-06-2022 05:00,2022-05-31 04:00:00,31-05-2022 18:12,Kalyan,190,COUNTERFEITING,39,M,Knife,Other Crime,1,No,,18,5,1,2022,0,Tuesday,Summer,Evening,Adult,Sharp,19.2397,73.1366
21150,01-06-2022 03:00,2022-05-31 05:00:00,31-05-2022 22:02,Pune,266,PUBLIC INTOXICATION,71,X,Other,Other Crime,6,No,,22,5,1,2022,0,Tuesday,Summer,Night,Senior,Other,18.5214,73.8545
21151,02-06-2022 21:00,2022-05-31 06:00:00,31-05-2022 10:43,Kolkata,294,HOMICIDE,11,X,Other,Other Crime,19,No,,10,5,1,2022,0,Tuesday,Summer,Morning,Child,Other,22.5726,88.3639
21152,01-06-2022 00:00,2022-05-31 07:00:00,31-05-2022 18:26,Kolkata,507,TRAFFIC VIOLATION,66,M,Explosives,Traffic Fatality,6,Yes,20-06-2022 00:00,18,5,1,2022,0,Tuesday,Summer,Evening,Senior,Explosive,22.5726,88.3639
21153,01-06-2022 20:00,2022-05-31 08:00:00,31-05-2022 18:11,Delhi,428,BURGLARY,78,M,Poison,Other Crime,7,No,,18,5,1,2022,0,Tuesday,Summer,Evening,Senior,Chemical,28.6139,77.209
21154,31-05-2022 12:00,2022-05-31 09:00:00,31-05-2022 15:00,Pune,335,VEHICLE - STOLEN,19,X,Other,Violent Crime,14,No,,15,5,1,2022,0,Tuesday,Summer,Afternoon,Young Adult,Other,18.5214,73.8545
21155,31-05-2022 20:00,2022-05-31 10:00:00,01-06-2022 03:05,Hyderabad,236,ROBBERY,61,M,Firearm,Violent Crime,1,No,,3,5,1,2022,0,Tuesday,Summer,Night,Senior,Firearm,17.3606,78.4741
21156,31-05-2022 19:00,2022-05-31 11:00:00,31-05-2022 16:22,Chennai,589,VEHICLE - STOLEN,61,X,Explosives,Violent Crime,5,No,,16,5,1,2022,0,Tuesday,Summer,Afternoon,Senior,Explosive,13.0837,80.2702
21157,01-06-2022 15:00,2022-05-31 12:00:00,31-05-2022 21:39,Hyderabad,479,ILLEGAL POSSESSION,42,F,Explosives,Other Crime,18,Yes,17-06-2022 15:00,21,5,1,2022,0,Tuesday,Summer,Night,Adult,Explosive,17.3606,78.4741
21158,01-06-2022 08:00,2022-05-31 13:00:00,31-05-2022 13:41,Thane,305,SEXUAL ASSAULT,35,F,Explosives,Violent Crime,4,Yes,08-02-2023 08:00,13,5,1,2022,0,Tuesday,Summer,Afternoon,Adult,Explosive,19.3654,73.3685
21159,01-06-2022 23:00,2022-05-31 14:00:00,31-05-2022 15:27,Mumbai,556,ILLEGAL POSSESSION,64,X,Unknown,Other Crime,2,No,,15,5,1,2022,0,Tuesday,Summer,Afternoon,Senior,Unknown,19.055,72.8692
21160,03-06-2022 14:00,2022-05-31 15:00:00,01-06-2022 00:09,Nagpur,593,ASSAULT,43,F,Explosives,Violent Crime,13,Yes,09-07-2022 14:00,0,5,1,2022,0,Tuesday,Summer,Night,Adult,Explosive,21.1498,79.0821
21161,03-06-2022 12:00,2022-05-31 16:00:00,01-06-2022 05:19,Bhopal,299,ILLEGAL POSSESSION,46,F,Unknown,Other Crime,17,Yes,13-07-2022 12:00,5,5,1,2022,0,Tuesday,Summer,Morning,Adult,Unknown,23.2585,77.402
21162,01-06-2022 16:00,2022-05-31 17:00:00,31-05-2022 17:08,Kanpur,278,FIREARM OFFENSE,59,M,Firearm,Fire Accident,8,Yes,21-08-2022 16:00,17,5,1,2022,0,Tuesday,Summer,Evening,Adult,Firearm,26.4609,80.3218
21163,03-06-2022 09:00,2022-05-31 18:00:00,01-06-2022 02:37,Pune,221,CYBERCRIME,65,M,Firearm,Other Crime,17,No,,2,5,1,2022,0,Tuesday,Summer,Night,Senior,Firearm,18.5214,73.8545
21164,02-06-2022 21:00,2022-05-31 19:00:00,01-06-2022 17:13,Ahmedabad,530,FIREARM OFFENSE,45,X,Unknown,Fire Accident,2,Yes,22-07-2022 21:00,17,5,1,2022,0,Tuesday,Summer,Evening,Adult,Unknown,23.0215,72.5801
21165,01-06-2022 11:00,2022-05-31 20:00:00,01-06-2022 14:36,Mumbai,503,ARSON,20,M,Unknown,Fire Accident,14,Yes,09-07-2022 11:00,14,5,1,2022,0,Tuesday,Summer,Afternoon,Young Adult,Unknown,19.055,72.8692
21166,02-06-2022 16:00,2022-05-31 21:00:00,01-06-2022 02:17,Ghaziabad,434,FIREARM OFFENSE,68,M,Poison,Fire Accident,17,Yes,12-06-2022 16:00,2,5,1,2022,0,Tuesday,Summer,Night,Senior,Chemical,28.775,77.4587
21167,03-06-2022 02:00,2022-05-31 22:00:00,01-06-2022 12:50,Ahmedabad,277,DOMESTIC VIOLENCE,76,M,Unknown,Violent Crime,4,Yes,20-07-2022 02:00,12,5,1,2022,0,Tuesday,Summer,Afternoon,Senior,Unknown,23.0215,72.5801
21168,02-06-2022 19:00,2022-05-31 23:00:00,01-06-2022 20:48,Bangalore,580,IDENTITY THEFT,60,X,Knife,Violent Crime,19,Yes,04-07-2022 19:00,20,5,1,2022,0,Tuesday,Summer,Evening,Senior,Sharp,12.9768,77.5901
21169,03-06-2022 06:00,2022-01-06 00:00:00,01-06-2022 03:58,Bangalore,448,ARSON,18,F,Blunt Object,Fire Accident,15,No,,3,1,3,2022,0,Thursday,Winter,Night,Young Adult,Blunt,12.9768,77.5901
21170,03-06-2022 15:00,2022-01-06 01:00:00,01-06-2022 14:34,Delhi,239,KIDNAPPING,51,X,Blunt Object,Other Crime,2,No,,14,1,3,2022,0,Thursday,Winter,Afternoon,Adult,Blunt,28.6139,77.209
21171,03-06-2022 06:00,2022-01-06 02:00:00,01-06-2022 03:30,Bangalore,424,SEXUAL ASSAULT,22,F,Other,Violent Crime,10,No,,3,1,3,2022,0,Thursday,Winter,Night,Young Adult,Other,12.9768,77.5901
21172,03-06-2022 10:00,2022-01-06 03:00:00,01-06-2022 23:24,Rajkot,175,BURGLARY,70,F,Poison,Other Crime,13,No,,23,1,3,2022,0,Thursday,Winter,Night,Senior,Chemical,22.3053,70.8028
21173,03-06-2022 15:00,2022-01-06 04:00:00,02-06-2022 03:09,Mumbai,563,TRAFFIC VIOLATION,41,F,Blunt Object,Traffic Fatality,9,No,,3,1,3,2022,0,Thursday,Winter,Night,Adult,Blunt,19.055,72.8692
21174,03-06-2022 08:00,2022-01-06 05:00:00,01-06-2022 11:03,Kalyan,219,BURGLARY,60,F,Other,Other Crime,6,No,,11,1,3,2022,0,Thursday,Winter,Morning,Senior,Other,19.2397,73.1366
21175,01-06-2022 16:00,2022-01-06 06:00:00,01-06-2022 21:04,Jaipur,267,VANDALISM,22,X,Explosives,Other Crime,13,Yes,17-08-2022 16:00,21,1,3,2022,0,Thursday,Winter,Night,Young Adult,Explosive,26.9155,75.819
21176,02-06-2022 22:00,2022-01-06 07:00:00,01-06-2022 11:52,Kanpur,425,COUNTERFEITING,35,F,Other,Other Crime,6,Yes,16-06-2022 22:00,11,1,3,2022,0,Thursday,Winter,Morning,Adult,Other,26.4609,80.3218
21177,01-06-2022 16:00,2022-01-06 08:00:00,01-06-2022 19:36,Hyderabad,205,ASSAULT,56,X,Poison,Violent Crime,18,Yes,18-08-2022 16:00,19,1,3,2022,0,Thursday,Winter,Evening,Adult,Chemical,17.3606,78.4741
21178,01-06-2022 13:00,2022-01-06 09:00:00,01-06-2022 09:20,Nagpur,111,FRAUD,73,F,Unknown,Other Crime,7,Yes,19-06-2022 13:00,9,1,3,2022,0,Thursday,Winter,Morning,Senior,Unknown,21.1498,79.0821
21179,03-06-2022 21:00,2022-01-06 10:00:00,01-06-2022 12:12,Delhi,563,HOMICIDE,76,X,Firearm,Other Crime,8,No,,12,1,3,2022,0,Thursday,Winter,Afternoon,Senior,Firearm,28.6139,77.209
21180,02-06-2022 09:00,2022-01-06 11:00:00,01-06-2022 13:13,Delhi,314,BURGLARY,57,M,Unknown,Other Crime,18,No,,13,1,3,2022,0,Thursday,Winter,Afternoon,Adult,Unknown,28.6139,77.209
21181,02-06-2022 13:00,2022-01-06 12:00:00,02-06-2022 00:46,Hyderabad,560,KIDNAPPING,59,M,Blunt Object,Other Crime,13,Yes,08-08-2022 13:00,0,1,3,2022,0,Thursday,Winter,Night,Adult,Blunt,17.3606,78.4741
21182,02-06-2022 07:00,2022-01-06 13:00:00,01-06-2022 16:02,Kanpur,159,SHOPLIFTING,43,M,Other,Other Crime,10,Yes,18-08-2022 07:00,16,1,3,2022,0,Thursday,Winter,Afternoon,Adult,Other,26.4609,80.3218
21183,04-06-2022 00:00,2022-01-06 14:00:00,01-06-2022 21:31,Ludhiana,479,EXTORTION,16,X,Blunt Object,Other Crime,2,Yes,26-07-2022 00:00,21,1,3,2022,0,Thursday,Winter,Night,Child,Blunt,30.909,75.8516
21184,02-06-2022 04:00,2022-01-06 15:00:00,01-06-2022 23:28,Hyderabad,505,FRAUD,14,X,Unknown,Other Crime,17,Yes,11-08-2022 04:00,23,1,3,2022,0,Thursday,Winter,Night,Child,Unknown,17.3606,78.4741
